participant_id,date,time,sensor,value,unit,device_model,source,type
U3884527492,2026-02-28,08:43:52,lamp.steps,2,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
U3884527492,2026-02-28,08:39:11,lamp.steps,300,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
U3884527492,2026-02-28,08:26:33,lamp.steps,956,count,,daily pedometer,step_count
U3884527492,2026-02-28,08:26:33,lamp.steps,526.4799999995157,meter,,daily pedometer,distance
U3884527492,2026-02-28,08:26:33,lamp.steps,0.9523450558434532,seconds per meter,,daily pedometer,average_active_pace
U3884527492,2026-02-28,08:26:33,lamp.steps,1,count,,daily pedometer,floors_ascended
U3884527492,2026-02-28,08:26:33,lamp.steps,5,count,,daily pedometer,floors_descended
U3884527492,2026-02-28,08:26:32,lamp.steps,956,count,,daily pedometer,step_count
U3884527492,2026-02-28,08:26:32,lamp.steps,526.4799999995157,meter,,daily pedometer,distance
U3884527492,2026-02-28,08:26:32,lamp.steps,0.9523450558434532,seconds per meter,,daily pedometer,average_active_pace
U3884527492,2026-02-28,08:26:32,lamp.steps,1,count,,daily pedometer,floors_ascended
